timestamp,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d
2025-06-26T22:13:53+00:00,107058.20921195007,43859750739.98184,-0.34991184,-0.42345553,2.399076
2025-06-26T22:14:15+00:00,107058.20921195007,43859750739.98184,-0.34991184,-0.42345553,2.399076
2025-06-26T22:27:07+00:00,107173.14520652464,43917676249.33347,-0.06226533,-0.23457147,2.51272773
2025-06-26T22:33:02+00:00,107242.29271487788,43933666907.80586,0.0674439,-0.14736159,2.56816978
2025-06-26T22:37:06+00:00,107122.5528309297,43962129296.81417,0.09632032,-0.21647703,2.36352373
2025-06-26T23:00:09+00:00,107030.09951814052,43852649541.50894,0.00230233,-0.28689551,2.28843452
2025-06-26T23:13:53+00:00,106971.43041624548,43819361496.27738,-0.08105758,-0.25575343,2.10680679
2025-06-26T23:14:15+00:00,106971.43041624548,43819361496.27738,-0.08105758,-0.25575343,2.10680679
2025-06-26T23:27:06+00:00,107060.45953190788,42879537850.601456,-0.15957114,-0.22995093,2.23348957
2025-06-26T23:33:02+00:00,107030.60498844444,43849109572.95308,-0.19739202,-0.19855384,2.24628022
2025-06-26T23:37:06+00:00,106989.01511387803,43830321512.74503,-0.12627082,-0.24537863,2.22518391
2025-06-27T00:26:56+00:00,107194.13248697594,43775972588.20696,0.09989655,-0.27015973,2.43052013
2025-06-27T00:27:09+00:00,107194.13248697594,43775972588.20696,0.09989655,-0.27015973,2.43052013
2025-06-27T00:33:04+00:00,107188.18788950286,43694480990.71422,0.14723163,-0.24810134,2.45547154
2025-06-27T00:37:08+00:00,107186.3210404183,43733989054.22308,0.18441699,-0.20188931,2.37797056
2025-06-27T04:16:08+00:00,107478.02240560658,42691977104.23606,0.22966673,-0.38672444,2.76040579
